date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:08	16800/16800	---M--	200	added ('OK')	font/woff	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.woff	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:08	34092/34092	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.ttf	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:08	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.svg	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:09	194078/194078	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:09	194078/194078	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900d41dd41d.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:09	76120/76120	---M--	200	added ('OK')	font/woff2	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.woff2	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:10	99004/99004	---M--	200	added ('OK')	font/woff	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.woff	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:10	193792/193792	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.ttf	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:10	57666/57666	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.eot	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/Flaticon.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/flaticon/flaticon.css)
11:21:11	849240/849240	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-solid-900.svg	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
